# mesh name: mesh-1
# primitive scorer name: analysis_1_doseDeposit
# iX, iY, iZ, value [Gy]
24,8,21,4.651090092618022e-07
24,8,22,1.0845433147479e-06
24,8,23,6.023920551361008e-07
24,8,24,1.197572578466662e-06
24,8,25,1.176000956658722e-06
24,8,26,1.118029863117069e-06
24,8,27,6.085093395428196e-07
24,8,28,9.927788055955401e-07
24,8,29,8.105936909386068e-07
24,8,30,2.363017658183579e-07
24,8,31,5.194221048669991e-07
24,8,32,1.085771964672666e-07
24,8,33,7.56083735598449e-07
24,8,34,3.818090317079798e-07
24,8,35,9.64646975606089e-07
24,8,36,1.897845848407842e-07
24,8,37,2.173872411609292e-07
24,8,38,1.226178192604212e-07
24,8,39,1.785822109025423e-07
24,8,40,2.290186460112284e-07
24,8,41,0
24,8,42,1.711267922648479e-07
24,8,43,0
24,8,44,0
24,8,45,0
24,8,46,0
24,8,47,7.491978256070393e-08
24,8,48,0
24,8,49,0
24,9,0,0
24,9,1,0
24,9,2,0
24,9,3,0
24,9,4,4.488856536853931e-11
24,9,5,1.005726312944077e-07
24,9,6,1.453222937780857e-07
24,9,7,2.982738137643614e-07
24,9,8,4.968055013440702e-07
24,9,9,7.984358931066312e-07
24,9,10,9.006044117525916e-07
24,9,11,3.366014571348203e-07
24,9,12,5.005390075591797e-07
24,9,13,1.545115104215458e-06
24,9,14,7.723810387576346e-07
24,9,15,3.734820491422905e-07
24,9,16,3.15420967738607e-07
24,9,17,6.99139936216301e-07
24,9,18,3.454542828301125e-07
24,9,19,2.967336061546919e-07
24,9,20,3.51760731102448e-07
24,9,21,5.110859942481862e-07
24,9,22,9.354414094441544e-07
24,9,23,3.06321563064962e-07
24,9,24,4.379211256353908e-07
24,9,25,5.075464244209125e-07
24,9,26,1.329622504561238e-06
24,9,27,1.621209446457614e-06
24,9,28,8.218855876460383e-07
24,9,29,8.729562849264411e-07
24,9,30,4.164743401410255e-07
24,9,31,1.053362208940703e-06
24,9,32,2.194634483565223e-07
24,9,33,3.968481696624677e-07
24,9,34,4.328188656153979e-07
24,9,35,1.550901346641415e-07
24,9,36,8.462472427120422e-07
24,9,37,7.850681272409524e-07
24,9,38,2.134919200640509e-07
24,9,39,1.821686722752286e-09
24,9,40,2.943671001062244e-07
24,9,41,0
24,9,42,1.365621147625959e-07
24,9,43,1.075597163585528e-07
24,9,44,0
24,9,45,0
24,9,46,0
24,9,47,2.191393562491749e-07
24,9,48,0
24,9,49,0
24,10,0,0
24,10,1,0
24,10,2,0
24,10,3,0
24,10,4,2.818793118510728e-07
24,10,5,2.087614083463755e-07
24,10,6,1.221194485706111e-07
24,10,7,4.112691510182495e-07
24,10,8,5.164783053442406e-07
24,10,9,5.790056951823001e-07
24,10,10,3.969380721886705e-07
24,10,11,5.136584306947547e-07
24,10,12,3.121396672358203e-07
24,10,13,6.441645746705436e-07
24,10,14,4.583172800902195e-07
24,10,15,3.353258605012601e-07
24,10,16,6.057186178530573e-07
24,10,17,1.329188837014476e-07
24,10,18,7.031247191555784e-07
24,10,19,1.170031139020879e-06
24,10,20,1.22588036385872e-06
24,10,21,8.086740699588364e-07
24,10,22,5.494548633996697e-07
24,10,23,1.004455258190532e-06
24,10,24,3.07513756044761e-07
24,10,25,4.266244088979348e-07
24,10,26,8.404938520512242e-07
24,10,27,3.850115947895969e-07
24,10,28,1.784629585561222e-06
24,10,29,5.275433383558271e-07
24,10,30,7.688595520270558e-07
24,10,31,3.4908273423451e-07
24,10,32,4.669813359048839e-07
24,10,33,6.968413816368569e-07
24,10,34,4.008907064100428e-07
24,10,35,3.322718637156619e-07
24,10,36,1.821946302992306e-06
24,10,37,1.213767159782027e-06
24,10,38,8.084651340678786e-07
24,10,39,5.053424212287228e-07
24,10,40,0
24,10,41,0
24,10,42,1.621212417850872e-08
24,10,43,1.962635922014199e-07
24,10,44,2.810314140737352e-07
24,10,45,1.417902852791725e-07
24,10,46,9.7421802000913e-08
24,10,47,2.277288611053272e-08
24,10,48,3.243524809543758e-08
24,10,49,0
24,11,0,0
24,11,1,0
24,11,2,5.818297839034501e-08
24,11,3,1.088778714736203e-07
24,11,4,2.080994458699809e-07
24,11,5,0
24,11,6,4.524441467102692e-07
24,11,7,1.120025392569185e-07
24,11,8,1.816705181824383e-07
24,11,9,1.04722207624652e-06
24,11,10,2.334484456588902e-07
24,11,11,9.190664190117467e-07
24,11,12,8.562840369818914e-07
24,11,13,1.150818136279391e-06
24,11,14,1.071876990497896e-06
24,11,15,4.238550395142332e-07
24,11,16,5.061516302084298e-07
24,11,17,9.223290768111872e-07
24,11,18,7.452708601254992e-07
24,11,19,1.169331632257488e-06
24,11,20,3.614651015556314e-07
24,11,21,6.757499973979371e-07
24,11,22,9.313794702956908e-07
24,11,23,1.071451241371673e-06
24,11,24,1.147962425473816e-06
24,11,25,1.389275512934186e-06
24,11,26,5.061437201915486e-07
24,11,27,1.449037628918972e-06
24,11,28,1.737701968311125e-06
24,11,29,8.429175314425627e-07
24,11,30,1.328675889499689e-06
24,11,31,1.977238862850608e-07
24,11,32,7.340605883128345e-07
24,11,33,3.872042987692381e-07
24,11,34,7.517214744769705e-07
24,11,35,5.741895215360852e-07
24,11,36,1.121262521513747e-06
24,11,37,4.316259607779021e-07
24,11,38,1.068632433678337e-06
24,11,39,3.12759486643582e-07
24,11,40,5.410969675289869e-07
24,11,41,7.75096263847553e-08
24,11,42,2.619636795034913e-07
24,11,43,5.241905418336106e-07
24,11,44,1.883992547264055e-07
24,11,45,0
24,11,46,2.452961777094699e-08
24,11,47,1.326083571650424e-07
24,11,48,1.912059086645417e-07
24,11,49,1.142279353636111e-07
24,12,0,3.207541602025123e-05
24,12,1,1.136208133036958e-07
24,12,2,2.443776378562302e-07
24,12,3,1.648512421518129e-07
24,12,4,4.30897111447418e-08
24,12,5,6.267201414048086e-08
24,12,6,3.243262734619962e-07
24,12,7,4.632842788376361e-07
24,12,8,3.511693942587485e-07
24,12,9,7.568481817123364e-07
24,12,10,6.414227569782308e-07
24,12,11,1.14286528633453e-06
24,12,12,4.233480271751913e-07
24,12,13,1.500103074222002e-06
24,12,14,7.351171691562764e-07
24,12,15,7.85931744260372e-07
24,12,16,9.120739515759776e-07
24,12,17,1.07358968567909e-06
24,12,18,1.766809668227045e-06
24,12,19,8.763492958186622e-07
24,12,20,6.667925983152238e-07
24,12,21,1.455547776631973e-06
24,12,22,4.695657496474397e-07
24,12,23,1.114995699491845e-06
24,12,24,1.288816977683857e-06
24,12,25,1.318883992833046e-06
24,12,26,1.255499270789188e-06
24,12,27,1.534870628353469e-06
24,12,28,1.998665608960012e-06
24,12,29,1.998738132935966e-06
24,12,30,2.26330273674144e-07
24,12,31,4.618223665596918e-07
24,12,32,9.339902981951752e-07
24,12,33,1.090974986823379e-06
24,12,34,5.608324475049963e-07
24,12,35,1.230274251463625e-06
24,12,36,9.426225285643022e-07
24,12,37,1.216542026279662e-06
24,12,38,6.900554027116174e-07
24,12,39,5.089494930599676e-07
24,12,40,3.914037520257109e-07
24,12,41,2.380443281264901e-07
24,12,42,0
24,12,43,3.46452638500277e-07
24,12,44,0
24,12,45,0
24,12,46,0
24,12,47,1.66465690032325e-07
24,12,48,9.403380921517942e-08
24,12,49,3.121178359864492e-05
24,13,0,1.210742516132451e-07
24,13,1,2.13236097116951e-07
24,13,2,2.426008249009766e-07
24,13,3,9.762766788705076e-08
24,13,4,1.679669721708678e-07
24,13,5,0
24,13,6,0
24,13,7,3.752273789035589e-07
24,13,8,1.318266873045043e-07
24,13,9,6.806979606145666e-07
24,13,10,1.77819017013283e-07
24,13,11,8.870898858960149e-07
24,13,12,4.104964948626697e-07
24,13,13,1.060427590214536e-06
24,13,14,6.6412463999843e-07
24,13,15,4.575173526300948e-07
24,13,16,2.123398051978702e-07
24,13,17,6.745487489319903e-07
24,13,18,1.279396479491088e-06
24,13,19,1.06002717164952e-06
24,13,20,1.085770583518135e-06
24,13,21,1.257841401844546e-06
24,13,22,1.451864828996448e-06
24,13,23,1.362460144887932e-06
24,13,24,9.90107852132564e-07
24,13,25,1.202655725075273e-06
24,13,26,1.206611859437433e-06
24,13,27,1.771657040893499e-06
24,13,28,1.007827986837099e-06
24,13,29,7.476546580961732e-07
24,13,30,6.52597724028051e-07
24,13,31,1.072359540265865e-06
24,13,32,1.807555507625275e-06
24,13,33,5.214570631963608e-07
24,13,34,8.193629680205945e-07
24,13,35,1.025266715112273e-06
24,13,36,1.114617889928449e-06
24,13,37,7.232597838610831e-07
24,13,38,1.022294301128525e-06
24,13,39,3.641662711634695e-07
24,13,40,2.16661956580209e-07
24,13,41,3.081716085720462e-07
24,13,42,8.088027664375325e-07
24,13,43,6.454812695119175e-07
24,13,44,1.799766245090349e-07
24,13,45,1.470579489217285e-07
24,13,46,2.127830787656862e-07
24,13,47,4.027756187532157e-07
24,13,48,2.051430695507459e-08
24,13,49,1.152576222037048e-07
24,14,0,0
24,14,1,4.428746074055301e-07
24,14,2,1.564124702251046e-07
24,14,3,5.12172586937821e-08
24,14,4,1.552224428032582e-07
24,14,5,9.293727227532351e-08
24,14,6,3.876997765912872e-08
24,14,7,1.310588518289107e-07
24,14,8,7.198185705565925e-07
24,14,9,1.044511856836297e-06
24,14,10,5.780151462537699e-07
24,14,11,1.675507447321595e-06
24,14,12,1.188405352668286e-06
24,14,13,5.368753755643856e-07
24,14,14,1.668547784562287e-06
24,14,15,1.616661120822061e-06
24,14,16,1.53147294151257e-06
24,14,17,1.076234483862231e-06
24,14,18,9.479142498161979e-07
24,14,19,1.434916939804744e-06
24,14,20,1.546475952260736e-06
24,14,21,1.056616274466674e-06
24,14,22,8.061718517036404e-07
24,14,23,1.244638041747324e-06
24,14,24,1.637517169258588e-06
24,14,25,1.549461913310976e-06
24,14,26,2.022665414476823e-06
24,14,27,1.374899847767007e-06
24,14,28,1.105105885863695e-06
24,14,29,3.317133330774524e-07
24,14,30,3.758453911921101e-07
24,14,31,6.458667645016487e-07
24,14,32,7.975284192774964e-07
24,14,33,1.902519066066341e-06
24,14,34,4.368966516316728e-07
24,14,35,1.171087935485891e-06
24,14,36,1.544532776721514e-06
24,14,37,5.007247777440035e-07
24,14,38,6.298912616488406e-07
24,14,39,6.835264927325629e-07
24,14,40,6.410215766650793e-07
24,14,41,7.125661649913773e-07
24,14,42,6.556730081288503e-07
24,14,43,7.416747556245835e-07
24,14,44,2.57625769601625e-07
24,14,45,2.777321421681976e-07
24,14,46,3.425176226712123e-07
24,14,47,2.851348967779682e-07
24,14,48,3.720323061394291e-07
24,14,49,9.149731788644665e-08
24,15,0,5.450350236536756e-08
24,15,1,2.866714445909436e-08
24,15,2,1.604833411584563e-07
24,15,3,2.565993445046491e-07
24,15,4,1.69067462247877e-07
24,15,5,1.36874613497151e-07
24,15,6,3.175863359231574e-07
24,15,7,1.603544516956653e-06
24,15,8,7.525702662247116e-07
24,15,9,8.152148491135993e-07
24,15,10,1.471989823756295e-06
24,15,11,1.216090214360473e-06
24,15,12,1.033604614873786e-06
24,15,13,1.402699570101797e-06
24,15,14,9.398548288697689e-07
24,15,15,9.633904256239838e-07
24,15,16,5.042802846579159e-07
24,15,17,1.144154196432828e-06
24,15,18,1.734722000182928e-06
24,15,19,1.69442791206464e-06
24,15,20,2.507582165222757e-06
24,15,21,1.503640382690228e-06
24,15,22,1.063036254050022e-06
24,15,23,1.174269247748256e-06
24,15,24,2.022505741112132e-06
24,15,25,1.290235152350702e-06
24,15,26,1.71812104243837e-06
24,15,27,1.716250803276358e-06
24,15,28,2.100998207272331e-06
24,15,29,6.273158658988248e-07
24,15,30,1.059570047383456e-06
24,15,31,6.739626636196298e-07
24,15,32,1.099330118995279e-06
24,15,33,1.599396638386681e-06
24,15,34,4.108710493831146e-07
24,15,35,1.220464957938539e-06
24,15,36,8.193593741890575e-07
24,15,37,8.425600171381948e-07
24,15,38,1.467126282745376e-06
24,15,39,4.052593878021608e-07
24,15,40,6.747262850124819e-07
24,15,41,1.090623309855613e-06
24,15,42,7.078308527427535e-07
24,15,43,2.03205682900097e-07
24,15,44,1.180935814964469e-07
24,15,45,7.153756870769675e-08
24,15,46,2.641755800828382e-07
24,15,47,3.800494742067821e-07
24,15,48,7.49488204030452e-08
24,15,49,0
24,16,0,5.239027015482487e-05
24,16,1,5.128205126472842e-08
24,16,2,9.665510823355232e-08
24,16,3,1.074312960103921e-07
24,16,4,1.806199837850458e-07
24,16,5,4.515143481421774e-07
24,16,6,3.381859024816873e-07
24,16,7,3.840014493289332e-07
24,16,8,1.458764020917446e-06
24,16,9,3.440326652713496e-07
24,16,10,7.02611151563407e-07
24,16,11,9.677408488033826e-07
24,16,12,5.299930193313727e-07
24,16,13,6.367625172991106e-07
24,16,14,1.327270824513301e-06
24,16,15,4.947669139589189e-07
24,16,16,2.414084220125073e-06
24,16,17,1.006082492656444e-06
24,16,18,1.188184975486795e-06
24,16,19,2.225446567810333e-06
24,16,20,1.364406492635682e-06
24,16,21,1.917650146218103e-06
24,16,22,1.72381313353472e-06
24,16,23,9.87815007867251e-07
24,16,24,1.723511272088646e-06
24,16,25,1.343925125556665e-06
24,16,26,2.48377126773024e-06
24,16,27,1.085024418741761e-06
24,16,28,1.024184430012158e-06
24,16,29,1.455282839895676e-06
24,16,30,1.448171312549823e-06
24,16,31,1.469563969916364e-06
24,16,32,1.427871329622964e-06
24,16,33,7.685834439868809e-07
24,16,34,8.682410566428947e-07
24,16,35,9.896981522789238e-07
24,16,36,9.854975698187756e-07
24,16,37,9.325810088311829e-07
24,16,38,8.752807092731281e-07
24,16,39,9.075453375622268e-07
24,16,40,5.100626718709233e-07
24,16,41,4.338876130671694e-07
24,16,42,5.592918658960609e-07
24,16,43,1.803134853531455e-07
24,16,44,4.209586276492338e-08
24,16,45,2.042025366980706e-07
24,16,46,6.894204893746987e-07
24,16,47,3.260495492668489e-07
24,16,48,1.473012698077936e-07
24,16,49,0
24,17,0,0.0001093536806505865
24,17,1,1.396040970247553e-07
24,17,2,2.885527059244857e-07
24,17,3,4.465310476552844e-07
24,17,4,7.349109993590586e-07
24,17,5,5.322813986058279e-07
24,17,6,5.388618681510592e-07
24,17,7,6.587440875752605e-07
24,17,8,1.00779816759826e-06
24,17,9,5.942752936112887e-07
24,17,10,1.757784795032541e-07
24,17,11,4.883684688075024e-07
24,17,12,1.563159960290564e-06
24,17,13,6.04773242907197e-07
24,17,14,1.291408657230763e-06
24,17,15,1.455805910853701e-06
24,17,16,1.011659714003525e-06
24,17,17,9.418136451851052e-07
24,17,18,1.816153951583369e-06
24,17,19,1.849157449466354e-06
24,17,20,1.546959642573746e-06
24,17,21,1.615722468955304e-06
24,17,22,1.953075017606629e-06
24,17,23,8.935372163762842e-07
24,17,24,8.953443525724733e-07
24,17,25,9.183785432344922e-07
24,17,26,8.980666863257192e-07
24,17,27,1.769576444940451e-06
24,17,28,1.969420411227543e-06
24,17,29,1.307289576567363e-06
24,17,30,3.090696806525143e-06
24,17,31,2.109780725919228e-06
24,17,32,1.121338318382129e-06
24,17,33,1.137680034323486e-06
24,17,34,1.249303296311026e-06
24,17,35,1.628887508215785e-06
24,17,36,8.32108406364859e-07
24,17,37,1.434689332283157e-06
24,17,38,9.801342748333889e-07
24,17,39,9.848824825762345e-07
24,17,40,6.296634745939429e-07
24,17,41,8.035837309904677e-07
24,17,42,8.948140710758888e-07
24,17,43,2.999739520966317e-08
24,17,44,1.635413029797332e-07
24,17,45,4.910127302728336e-08
24,17,46,3.334939260064859e-07
24,17,47,0
24,17,48,0
24,17,49,0
24,18,0,5.808998497762033e-07
24,18,1,1.086062838085036e-07
24,18,2,2.629064088350336e-07
24,18,3,4.199357191725866e-07
24,18,4,4.43503244468902e-07
24,18,5,0
24,18,6,1.114023283678165e-07
24,18,7,6.162672083814349e-07
24,18,8,8.830048525459884e-07
24,18,9,4.494821946343197e-07
24,18,10,8.650415123123078e-07
24,18,11,4.671185843425385e-07
24,18,12,9.869399587511426e-07
24,18,13,1.223591357323244e-06
24,18,14,1.200320400474683e-06
24,18,15,1.563092829277335e-06
24,18,16,1.133627690012924e-06
24,18,17,1.468389377856359e-06
24,18,18,1.534335812978736e-06
24,18,19,2.035094811555106e-06
24,18,20,2.108171261664222e-06
24,18,21,1.625067675640523e-06
24,18,22,2.453974694684001e-06
24,18,23,1.808543990447382e-06
24,18,24,1.452052734790348e-06
24,18,25,1.621998326949867e-06
24,18,26,2.000376337754664e-06
24,18,27,2.557553829604372e-06
24,18,28,9.677216988551691e-07
24,18,29,1.304595470169889e-06
24,18,30,1.257159150771364e-06
24,18,31,1.170765214889199e-06
24,18,32,8.758201250866073e-07
24,18,33,7.063083778766312e-07
24,18,34,9.650976413342776e-07
24,18,35,7.627272001539052e-07
24,18,36,1.319132166231029e-06
24,18,37,1.403962746229426e-06
24,18,38,7.858615386243915e-07
24,18,39,8.282108151291374e-07
24,18,40,5.776246777697112e-07
24,18,41,4.868748020230821e-07
24,18,42,8.267615905376244e-07
24,18,43,3.850359028645172e-07
24,18,44,5.165829134401898e-07
24,18,45,3.896344826804573e-08
24,18,46,5.445661288797638e-07
24,18,47,1.483963004401858e-07
24,18,48,6.416670355575938e-07
24,18,49,4.621867406238187e-09
24,19,0,3.531415057338555e-07
24,19,1,0
24,19,2,4.7197072764241e-07
24,19,3,2.989839975775735e-07
24,19,4,4.990795924707165e-07
24,19,5,1.049068152802043e-07
24,19,6,5.742094198620457e-07
24,19,7,6.702904587504108e-07
24,19,8,1.464130486029e-06
24,19,9,8.786657506072805e-08
24,19,10,1.012798722694464e-06
24,19,11,1.471717693240483e-06
24,19,12,1.662966934847201e-06
24,19,13,1.606128934172431e-06
24,19,14,1.259810988703886e-06
24,19,15,2.160036510830619e-06
24,19,16,1.204822048380617e-06
24,19,17,2.002001967746226e-06
24,19,18,1.354836469778937e-06
24,19,19,1.355404116508871e-06
24,19,20,1.618399394708739e-06
24,19,21,1.227998647861935e-06
24,19,22,2.592271737532859e-06
24,19,23,2.549787788582464e-06
24,19,24,2.424312857335161e-06
24,19,25,1.607625781307516e-06
24,19,26,1.548728940366704e-06
24,19,27,1.661486141244136e-06
24,19,28,1.544430139016517e-06
24,19,29,1.416553403427423e-06
24,19,30,1.41215555975313e-06
24,19,31,1.146942706852431e-06
24,19,32,4.794188684433642e-07
24,19,33,1.273075120700404e-06
24,19,34,1.100971355865257e-06
24,19,35,2.578888949777147e-06
24,19,36,1.195699081060525e-06
24,19,37,1.585119312034214e-06
24,19,38,5.301656557239584e-07
24,19,39,7.200861107454415e-07
24,19,40,1.312858008501939e-06
24,19,41,5.670767750134545e-07
24,19,42,1.389095584281885e-07
24,19,43,1.493225590356825e-07
24,19,44,5.322784501253728e-07
24,19,45,7.88317105588851e-08
24,19,46,2.647541057008117e-07
24,19,47,1.337840430758858e-07
24,19,48,0
24,19,49,0
24,20,0,2.798219362619863e-09
24,20,1,0
24,20,2,1.776155029767317e-07
24,20,3,4.806197077280803e-07
24,20,4,8.152805315907196e-08
24,20,5,6.948917643688477e-08
24,20,6,7.006187580950734e-07
24,20,7,2.714005956985929e-07
24,20,8,5.154247440731169e-07
24,20,9,6.545412884385624e-07
24,20,10,9.639966474330933e-07
24,20,11,1.311765576465142e-06
24,20,12,1.252701273312143e-06
24,20,13,1.338831185573655e-06
24,20,14,1.467012100412936e-06
24,20,15,2.576094956328587e-06
24,20,16,1.349468781439758e-06
24,20,17,9.569191111059213e-07
24,20,18,1.370748697605354e-06
24,20,19,1.721905237609098e-06
24,20,20,2.819448248411532e-06
24,20,21,2.422063711329388e-06
24,20,22,3.953002190781654e-06
24,20,23,1.764519718162926e-06
24,20,24,1.49578879622988e-06
24,20,25,8.011810561424997e-07
24,20,26,1.789619800728289e-06
24,20,27,2.067492759489858e-06
24,20,28,1.380677469363318e-06
24,20,29,7.23744501910916e-07
24,20,30,1.307060922299526e-06
24,20,31,1.654701533054823e-06
24,20,32,1.439676518077238e-06
24,20,33,1.222906731268305e-06
24,20,34,7.924072272868017e-07
24,20,35,7.16173990572202e-07
24,20,36,9.796522597066934e-07
24,20,37,7.3632103409667e-07
24,20,38,6.469532653006151e-07
24,20,39,9.126154002029574e-07
24,20,40,8.876069481597771e-07
24,20,41,3.383384991801722e-07
24,20,42,1.386593825693113e-07
24,20,43,5.614227406807596e-07
24,20,44,0
24,20,45,1.584496914318068e-07
24,20,46,2.960652897363377e-07
24,20,47,1.438097389176687e-07
24,20,48,0
24,20,49,0
24,21,0,4.320674177601308e-05
24,21,1,6.299887859391182e-08
24,21,2,6.250291953008129e-07
24,21,3,6.433525269148811e-07
24,21,4,3.866336032949995e-07
24,21,5,1.132851544754153e-07
24,21,6,3.777045371539004e-07
24,21,7,1.018614151083663e-06
24,21,8,6.459821222385525e-07
24,21,9,4.269995570459008e-07
24,21,10,5.002727807900929e-07
24,21,11,6.641535505321961e-07
24,21,12,1.461935160798606e-06
24,21,13,1.81168827810194e-06
24,21,14,1.494253612567308e-06
24,21,15,6.527052060560823e-07
24,21,16,1.86668012805081e-06
24,21,17,1.318785512925813e-06
24,21,18,1.536233754706741e-06
24,21,19,1.449631455559398e-06
24,21,20,1.763178374098871e-06
24,21,21,2.457902983018825e-06
24,21,22,2.070655900603943e-06
24,21,23,1.837036462676923e-06
24,21,24,1.811956145558085e-06
24,21,25,1.304387853343919e-06
24,21,26,2.466875587025777e-06
24,21,27,1.147978363872317e-06
24,21,28,1.570106946301947e-06
24,21,29,2.710974491505786e-06
24,21,30,1.525852525637269e-06
24,21,31,1.165119462790048e-06
24,21,32,2.063734943336003e-06
24,21,33,1.75293292562222e-06
24,21,34,1.082702012981683e-06
24,21,35,2.901849328069088e-06
24,21,36,5.469673819894297e-07
24,21,37,8.229627885241353e-07
24,21,38,1.909749586654609e-06
24,21,39,1.086301071392822e-06
24,21,40,7.54032194013932e-07
24,21,41,3.142441474881734e-07
24,21,42,5.748838635499447e-07
24,21,43,1.909779976798983e-06
24,21,44,9.294741667089554e-09
24,21,45,2.90835845663358e-07
24,21,46,5.93877150880281e-08
24,21,47,2.260304012603902e-07
24,21,48,2.43476041401563e-07
24,21,49,1.32428839595453e-07
24,22,0,1.973046677316473e-09
24,22,1,0
24,22,2,9.850318234654465e-08
24,22,3,3.996299197747723e-07
24,22,4,3.363547533268195e-07
24,22,5,9.496109867660297e-07
24,22,6,6.419170891446966e-07
24,22,7,4.849293154921924e-07
24,22,8,6.772631976985145e-07
24,22,9,5.539814539540366e-07
24,22,10,4.087001516129392e-07
24,22,11,1.102044934920847e-06
24,22,12,1.018559945178817e-06
24,22,13,8.974753871356615e-07
24,22,14,1.011809856056566e-06
24,22,15,7.414684574519425e-07
24,22,16,3.267432354698781e-06
24,22,17,3.775508724801468e-06
24,22,18,3.135006668145904e-06
24,22,19,1.580235438219718e-06
24,22,20,2.654015168022496e-06
24,22,21,2.777970476803678e-06
24,22,22,8.261327806903684e-07
24,22,23,1.886385291758419e-06
24,22,24,1.280202595849357e-06
24,22,25,2.35360432972613e-06
24,22,26,2.104472161505474e-06
24,22,27,8.650086383426193e-07
24,22,28,2.347910028976407e-06
24,22,29,1.495752759033077e-06
24,22,30,1.277927680366694e-06
24,22,31,1.151712151277701e-06
24,22,32,1.549146128741271e-06
24,22,33,1.344547688679842e-06
24,22,34,1.151385561027426e-06
24,22,35,1.66680247836574e-06
24,22,36,1.406165812166844e-06
24,22,37,1.709894145153234e-06
24,22,38,1.413500856930254e-06
24,22,39,8.840363528146125e-07
24,22,40,1.352533752431082e-06
24,22,41,1.172009261885396e-06
24,22,42,1.558537224398047e-07
24,22,43,1.529056511640892e-07
24,22,44,1.190938604118694e-06
24,22,45,5.330604332326655e-07
24,22,46,2.029053888452205e-07
24,22,47,1.516110215583045e-07
24,22,48,1.095826588967434e-07
24,22,49,0
24,23,0,0
24,23,1,0
24,23,2,5.27423810799164e-07
24,23,3,3.500285305061519e-07
24,23,4,7.925574380791171e-07
24,23,5,1.646926654213581e-06
24,23,6,7.598949822603564e-07
24,23,7,6.15269591870576e-07
24,23,8,9.953601126785407e-07
24,23,9,9.416885460602521e-07
24,23,10,1.045216911018607e-06
24,23,11,5.190184825824926e-07
24,23,12,6.891233257541569e-07
24,23,13,1.148381348381783e-07
24,23,14,6.833315459457233e-07
24,23,15,2.245932488144672e-06
24,23,16,1.716552264792679e-06
24,23,17,1.599468420181544e-06
24,23,18,1.43037982870059e-06
24,23,19,1.205195318945611e-06
24,23,20,3.247330434709133e-06
24,23,21,1.212947633836676e-06
24,23,22,1.517578237473564e-06
24,23,23,1.892563390580237e-06
24,23,24,1.048150770072852e-06
24,23,25,1.376336833236016e-06
24,23,26,2.157555203725145e-06
24,23,27,1.251828722429831e-06
24,23,28,5.055973350519809e-07
24,23,29,1.641463117379042e-06
24,23,30,1.98811877989468e-06
24,23,31,1.976400626054029e-06
24,23,32,3.409085964908235e-06
24,23,33,2.62550678182792e-06
24,23,34,1.353666015517476e-06
24,23,35,8.365192552240346e-07
24,23,36,1.189200822174827e-06
24,23,37,1.97228612764944e-06
24,23,38,1.298546623384738e-06
24,23,39,3.525077478928358e-07
24,23,40,3.220683351308221e-07
24,23,41,7.772341919038124e-07
24,23,42,3.259817854096541e-07
24,23,43,5.546062349042531e-08
24,23,44,1.372233767353281e-07
24,23,45,3.882338556700077e-07
24,23,46,5.672195972703131e-07
24,23,47,3.866949643260519e-07
24,23,48,0
24,23,49,0
24,24,0,4.265757723698214e-05
24,24,1,7.444204042045678e-08
24,24,2,5.724898095342687e-07
24,24,3,2.868680651798474e-07
24,24,4,5.122150520050431e-07
24,24,5,4.581152701895911e-07
24,24,6,1.934783554627027e-06
24,24,7,4.544729734349815e-07
24,24,8,3.509834823357481e-07
24,24,9,6.231804275045395e-07
24,24,10,4.668350122094928e-07
24,24,11,4.792068396648643e-07
24,24,12,7.261793384344227e-07
24,24,13,2.010659288736868e-06
24,24,14,1.054446122070734e-06
24,24,15,1.958466060783158e-06
24,24,16,1.603727057977135e-06
24,24,17,1.970908447411735e-06
24,24,18,1.544143633231164e-06
24,24,19,1.813447184351409e-06
24,24,20,2.029974698161125e-06
24,24,21,1.787921935464866e-06
24,24,22,1.546122538766849e-06
24,24,23,6.25094513224908e-07
24,24,24,1.448375469153692e-06
24,24,25,1.686136408583316e-06
24,24,26,2.382369946767879e-06
24,24,27,2.349949603624443e-06
24,24,28,1.811006671388982e-06
24,24,29,2.385665946331087e-06
24,24,30,2.677145277467646e-06
24,24,31,2.638573348907878e-06
24,24,32,2.49426396530452e-06
24,24,33,1.341037577519334e-06
24,24,34,2.06654663263792e-06
24,24,35,1.447081152989328e-06
24,24,36,1.510885813470369e-06
24,24,37,9.472795845877383e-07
24,24,38,9.224815104489539e-07
24,24,39,7.281784909350306e-07
24,24,40,4.363804599347087e-07
24,24,41,1.13316721454884e-07
24,24,42,2.555717113061954e-07
24,24,43,2.106660658188818e-07
24,24,44,3.147048880082453e-07
24,24,45,4.088427507733434e-07
24,24,46,4.106691824766249e-07
24,24,47,1.968010665393778e-07
24,24,48,5.828265297469772e-14
24,24,49,1.734492201486379e-07
24,25,0,0
24,25,1,0
24,25,2,2.443058997829348e-07
24,25,3,1.098315900036543e-07
24,25,4,5.743752676232645e-07
24,25,5,6.945507656139005e-07
24,25,6,7.42455001611448e-07
24,25,7,7.91567692624506e-07
24,25,8,7.851918464312378e-07
24,25,9,1.370795233487091e-06
24,25,10,1.083784456625553e-06
24,25,11,8.538173389733372e-07
24,25,12,1.326363779946944e-06
24,25,13,1.36650716913157e-06
24,25,14,1.056184658686373e-06
24,25,15,9.313180704715926e-07
24,25,16,1.53794526054689e-06
24,25,17,1.155055162445454e-06
24,25,18,1.724478083360322e-06
24,25,19,1.540920392607411e-06
24,25,20,1.862092825686372e-06
